STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,DAPR,DAPR_ATTRIBUTES,MDPR,MDPR_ATTRIBUTES,MDSF,MDSF_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT11,WT11_ATTRIBUTES
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,1/22/1987,,,,,,,0.36,",,0,1700",5.6,",,0,",5,",,0,",31,",,0",24,",,0",27,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,1/23/1987,,,,,,,0.04,",,0,1700",0.8,",,0,",5,",,0,",28,",,0",9,",,0",15,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,1/24/1987,,,,,,,0,"T,,0,1700",0,"T,,0,",4,",,0,",32,",,0",8,",,0",30,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,1/25/1987,,,,,,,0.56,",,0,1700",1,",,0,",4,",,0,",35,",,0",25,",,0",31,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,1/26/1987,,,,,,,0.45,",,0,1700",5.5,",,0,",9,",,0,",31,",,0",7,",,0",12,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,1/27/1987,,,,,,,0,"T,,0,1700",0.1,",,0,",8,",,0,",25,",,0",1,",,0",20,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,1/28/1987,,,,,,,0.04,",,0,1700",1.1,",,0,",8,",,0,",28,",,0",15,",,0",26,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,1/29/1987,,,,,,,0.1,",,0,1700",0,"P,,0,",5,",,0,",38,",,0",24,",,0",37,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,1/30/1987,,,,,,,0,"P,,0,1700",0,"P,,0,",2,",,0,",49,",,0",27,",,0",46,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,1/31/1987,,,,,,,0,"P,,0,1700",0,"P,,0,",0,"T,,0,",46,",,0",29,",,0",36,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,2/1/1987,,,,,,,0,"P,,0,1700",0,"P,,0,",0,",,0,",46,",,0",34,",,0",42,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,2/2/1987,,,,,,,0.04,",,0,1700",0,"P,,0,",0,"P,,0,",48,",,0",40,",,0",46,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,2/3/1987,,,,,,,0,"T,,0,1700",0,"P,,0,",0,"P,,0,",48,",,0",35,",,0",44,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,2/4/1987,,,,,,,0,"P,,0,1700",0,"P,,0,",0,"P,,0,",46,",,0",28,",,0",44,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,2/5/1987,,,,,,,0,"P,,0,1700",0,"P,,0,",0,"P,,0,",54,",,0",25,",,0",50,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,2/6/1987,,,,,,,0,"P,,0,1700",0,"P,,0,",0,"P,,0,",54,",,0",33,",,0",51,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,2/7/1987,,,,,,,0,"P,,0,1700",0,"P,,0,",0,"P,,0,",52,",,0",29,",,0",48,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,2/8/1987,,,,,,,0.06,",,0,1700",2.8,",,0,",2,",,0,",51,",,0",26,",,0",26,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,2/9/1987,,,,,,,0.06,",,0,1700",2.1,",,0,",3,",,0,",27,",,0",11,",,0",25,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,2/10/1987,,,,,,,0,"P,,0,1700",0,"P,,0,",0,"T,,0,",45,",,0",13,",,0",41,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,2/11/1987,,,,,,,0,"P,,0,1700",0,"P,,0,",0,"P,,0,",45,",,0",28,",,0",45,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,2/12/1987,,,,,,,0.02,",,0,1700",0,"P,,0,",0,"P,,0,",54,",,0",38,",,0",51,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,2/13/1987,,,,,,,0,"P,,0,1700",0,"P,,0,",0,"P,,0,",53,",,0",29,",,0",51,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,2/14/1987,,,,,,,0.08,",,0,1700",0,"P,,0,",0,"P,,0,",51,",,0",31,",,0",35,",,0,1700",1,",,0",,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,2/15/1987,,,,,,,0,"P,,0,1700",0,"P,,0,",0,"P,,0,",41,",,0",31,",,0",38,",,0,1700",1,",,0",,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,2/16/1987,,,,,,,1.01,",,0,1700",2.1,",,0,",2,",,0,",38,",,0",32,",,0",32,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,2/17/1987,,,,,,,0.09,",,0,1700",0.7,",,0,",2,",,0,",35,",,0",25,",,0",34,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,2/18/1987,,,,,,,0.12,",,0,1700",0.4,",,0,",1,",,0,",38,",,0",30,",,0",34,",,0,1700",1,",,0",,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,2/19/1987,,,,,,,0.07,",,0,1700",0,"T,,0,",0,"T,,0,",37,",,0",28,",,0",36,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,2/20/1987,,,,,,,0,"P,,0,1700",0,"P,,0,",0,"P,,0,",44,",,0",32,",,0",42,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,2/21/1987,,,,,,,0,"P,,0,1700",0,"P,,0,",0,"P,,0,",45,",,0",33,",,0",42,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,2/22/1987,,,,,,,0.27,",,0,1700",0,"P,,0,",0,"P,,0,",42,",,0",30,",,0",39,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,2/23/1987,,,,,,,0.55,",,0,1700",2.5,",,0,",0,"T,,0,",39,",,0",25,",,0",29,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,2/24/1987,,,,,,,0,"P,,0,1700",0,"P,,0,",0,"P,,0,",40,",,0",24,",,0",39,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,2/25/1987,,,,,,,0,"P,,0,1700",0,"P,,0,",0,"P,,0,",55,",,0",30,",,0",51,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,2/26/1987,,,,,,,0,"P,,0,1700",0,"P,,0,",0,"P,,0,",51,",,0",36,",,0",45,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,2/27/1987,,,,,,,1.01,",,0,1700",0,"T,,0,",0,"P,,0,",45,",,0",32,",,0",37,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,2/28/1987,,,,,,,0.23,",,0,1700",0,"P,,0,",0,"P,,0,",51,",,0",35,",,0",50,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,3/1/1987,,,,,,,0.13,",,0,1700",0,"P,,0,",0,",,0,",54,",,0",39,",,0",39,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,3/2/1987,,,,,,,0.02,",,0,1700",0,"P,,0,",0,"P,,0,",50,",,0",32,",,0",48,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,3/3/1987,,,,,,,0,"P,,0,1700",0,"P,,0,",0,"P,,0,",52,",,0",34,",,0",48,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,3/4/1987,,,,,,,0,"P,,0,1700",0,"P,,0,",0,"P,,0,",48,",,0",24,",,0",42,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,3/5/1987,,,,,,,0,"P,,0,1700",0,"P,,0,",0,"P,,0,",55,",,0",26,",,0",54,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,3/6/1987,,,,,,,0,"P,,0,1700",0,"P,,0,",0,"P,,0,",65,",,0",34,",,0",65,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,3/7/1987,,,,,,,0,"P,,0,1700",0,"P,,0,",0,"P,,0,",68,",,0",37,",,0",67,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,3/8/1987,,,,,,,0,"P,,0,1700",0,"P,,0,",0,"P,,0,",67,",,0",45,",,0",62,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,3/9/1987,,,,,,,0.26,",,0,1700",0,"P,,0,",0,"P,,0,",66,",,0",48,",,0",48,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,3/10/1987,,,,,,,0,"T,,0,1700",0,"T,,0,",0,"P,,0,",48,",,0",20,",,0",22,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,3/11/1987,,,,,,,0.17,",,0,1700",2.4,",,0,",2,",,0,",39,",,0",20,",,0",35,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,3/12/1987,,,,,,,0.03,",,0,1700",0.5,",,0,",0,"T,,0,",45,",,0",18,",,0",39,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,3/13/1987,,,,,,,0,"P,,0,1700",0,"P,,0,",0,"T,,0,",51,",,0",15,",,0",48,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,3/14/1987,,,,,,,0,"P,,0,1700",0,"P,,0,",0,",,0,",57,",,0",21,",,0",53,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,3/15/1987,,,,,,,0,"P,,0,1700",0,"P,,0,",0,"P,,0,",55,",,0",42,",,0",53,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,3/16/1987,,,,,,,0.41,",,0,1700",0,"P,,0,",0,"P,,0,",53,",,0",42,",,0",49,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,3/17/1987,,,,,,,0,"P,,0,1700",0,"P,,0,",0,"P,,0,",59,",,0",27,",,0",57,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,3/18/1987,,,,,,,0,"P,,0,1700",0,"P,,0,",0,"P,,0,",57,",,0",40,",,0",55,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,3/19/1987,,,,,,,0.48,",,0,1700",0,"P,,0,",0,"P,,0,",55,",,0",39,",,0",51,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,3/20/1987,,,,,,,0,"P,,0,1700",0,"P,,0,",0,"P,,0,",60,",,0",36,",,0",56,",,0,1700",1,",,0",,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,3/21/1987,,,,,,,0,"P,,0,1700",0,"P,,0,",0,"P,,0,",57,",,0",31,",,0",54,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,3/22/1987,,,,,,,0,"P,,0,1700",0,"P,,0,",0,"P,,0,",58,",,0",31,",,0",57,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,3/23/1987,,,,,,,0,"P,,0,1700",0,"P,,0,",0,"P,,0,",69,",,0",40,",,0",65,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,3/24/1987,,,,,,,0,"T,,0,1700",0,"P,,0,",0,"P,,0,",65,",,0",44,",,0",54,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,3/25/1987,,,,,,,0.08,",,0,1700",0,"P,,0,",0,"P,,0,",67,",,0",43,",,0",65,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,3/26/1987,,,,,,,0,"P,,0,1700",0,"P,,0,",0,"P,,0,",68,",,0",37,",,0",65,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,3/27/1987,,,,,,,0,"P,,0,1700",0,"P,,0,",0,"P,,0,",68,",,0",46,",,0",63,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,3/28/1987,,,,,,,0.13,",,0,1700",0,"P,,0,",0,"P,,0,",68,",,0",40,",,0",67,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,3/29/1987,,,,,,,0,"P,,0,1700",0,"P,,0,",0,"P,,0,",70,",,0",48,",,0",65,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,3/30/1987,,,,,,,0.05,",,0,1700",0,"P,,0,",0,"P,,0,",68,",,0",55,",,0",55,",,0,1700",,,1,",,0",,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,3/31/1987,,,,,,,1.56,",,0,1700",2.5,",,0,",1,",,0,",55,",,0",24,",,0",27,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/1/1987,,,,,,,0.08,",,0,1700",1,",,0,",0,"T,,0,",44,",,0",17,",,0",38,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/2/1987,,,,,,,0,"P,,0,1700",0,"P,,0,",0,",,0,",47,",,0",38,",,0",43,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/3/1987,,,,,,,0.91,",,0,1700",10.5,",,0,",9,",,0,",44,",,0",24,",,0",28,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/4/1987,,,,,,,0.75,",,0,1700",10,",,0,",18,",,0,",28,",,0",20,",,0",22,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/5/1987,,,,,,,0.61,",,0,1700",7.5,",,0,",21,",,0,",28,",,0",23,",,0",24,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/6/1987,,,,,,,0.12,",,0,1700",1.8,",,0,",18,",,0,",35,",,0",30,",I,0",33,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/7/1987,,,,,,,0,"P,,0,1700",0,"P,,0,",12,",,0,",40,",,0",33,",,0",37,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/8/1987,,,,,,,0.06,",,0,1700",0,"P,,0,",7,",,0,",43,",,0",37,",,0",41,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/9/1987,,,,,,,0,"P,,0,1700",0,"P,,0,",3,",,0,",60,",,0",35,",,0",35,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/10/1987,,,,,,,0,"P,,0,1700",0,"P,,0,",0,",,0,",59,",,0",35,",,0",39,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/11/1987,,,,,,,0.06,",,0,1700",0,"P,,0,",0,"P,,0,",66,",,0",37,",,0",60,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/12/1987,,,,,,,0.24,",,0,1700",0,"P,,0,",0,"P,,0,",63,",,0",45,",I,0",38,",I,0,1700",,,1,",,0",,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/13/1987,,,,,,,0.32,",,0,1700",0,"P,,0,",0,"P,,0,",53,",,0",38,",,0",40,",I,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/14/1987,,,,,,,0,"T,,0,1700",0,"P,,0,",0,"P,,0,",69,",,0",52,",I,0",54,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/15/1987,,,,,,,0.6,",,0,1700",0,"P,,0,",0,"P,,0,",65,",,0",49,",,0",51,",,0,1700",,,1,",,0",,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/16/1987,,,,,,,0.9,",,0,1700",0,"P,,0,",0,"P,,0,",61,",,0",42,",,0",44,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/17/1987,,,,,,,0.82,",,0,1700",0,"P,,0,",0,"P,,0,",51,",,0",40,",,0",45,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/18/1987,,,,,,,0.1,",,0,1700",0,"P,,0,",0,"P,,0,",50,",,0",42,",,0",44,",I,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/19/1987,,,,,,,0,"P,,0,1700",0,"P,,0,",0,"P,,0,",63,",,0",46,",I,0",50,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/20/1987,,,,,,,0,"P,,0,1700",0,"P,,0,",0,"P,,0,",73,",,0",51,",,0",57,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/21/1987,,,,,,,0,"P,,0,1700",0,"P,,0,",0,"P,,0,",78,",,0",53,",,0",59,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/22/1987,,,,,,,0,"P,,0,1700",0,"P,,0,",0,"P,,0,",81,",,0",43,",,0",64,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/23/1987,,,,,,,0,"T,,0,1700",0,"P,,0,",0,"P,,0,",81,",,0",58,",,0",60,",,0,1700",,,1,",,0",,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/24/1987,,,,,,,0.05,",,0,1700",0,"P,,0,",0,"P,,0,",69,",,0",45,",,0",48,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/25/1987,,,,,,,0.7,",,0,1700",0,"P,,0,",0,"P,,0,",55,",,0",36,",,0",50,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/26/1987,,,,,,,0,"P,,0,1700",0,"P,,0,",0,"P,,0,",63,",,0",41,",,0",45,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/27/1987,,,,,,,0,"T,,0,1700",0,"P,,0,",0,"P,,0,",67,",,0",46,",,0",50,",,0,1700",,,1,",,0",,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/28/1987,,,,,,,0,"T,,0,1700",0,"P,,0,",0,"P,,0,",68,",,0",39,",,0",43,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/29/1987,,,,,,,0,"P,,0,1700",0,"P,,0,",0,"P,,0,",59,",,0",38,",,0",46,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/30/1987,,,,,,,0,"P,,0,1700",0,"P,,0,",0,"P,,0,",72,",,0",38,",,0",42,",I,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,5/1/1987,,,,,,,0,"P,,0,1700",0,"P,,0,",0,",,0,",75,",,0",44,",I,0",54,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,5/2/1987,,,,,,,0,"P,,0,1700",0,"P,,0,",0,"P,,0,",80,",,0",51,",,0",55,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,5/3/1987,,,,,,,0,"T,,0,1700",0,"P,,0,",0,"P,,0,",80,",,0",54,",,0",58,",,0,1700",,,1,",,0",,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,5/4/1987,,,,,,,0.72,",,0,1700",0,"P,,0,",0,"P,,0,",74,",,0",55,",,0",56,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,5/5/1987,,,,,,,0.11,",,0,1700",0,"P,,0,",0,"P,,0,",59,",,0",44,",,0",47,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,5/6/1987,,,,,,,0,"P,,0,1700",0,"P,,0,",0,"P,,0,",66,",,0",41,",,0",50,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,5/7/1987,,,,,,,0,"P,,0,1700",0,"P,,0,",0,"P,,0,",72,",,0",47,",,0",50,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,5/8/1987,,,,,,,0,"P,,0,1700",0,"P,,0,",0,"P,,0,",74,",,0",44,",,0",48,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,5/9/1987,,,,,,,0,"P,,0,1700",0,"P,,0,",0,"P,,0,",69,",,0",42,",,0",45,",I,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,5/10/1987,,,,,,,0,"P,,0,1700",0,"P,,0,",0,"P,,0,",75,",,0",58,",I,0",62,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,5/11/1987,,,,,,,0,"P,,0,1700",0,"P,,0,",0,"P,,0,",79,",,0",55,",,0",57,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,5/12/1987,,,,,,,0,"P,,0,1700",0,"P,,0,",0,"P,,0,",77,",,0",57,",,0",60,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,5/13/1987,,,,,,,0.21,",,0,1700",0,"P,,0,",0,"P,,0,",76,",,0",51,",,0",54,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,5/14/1987,,,,,,,0.64,",,0,1700",0,"P,,0,",0,"P,,0,",75,",,0",54,",,0",56,",I,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,5/15/1987,,,,,,,0,"P,,0,1700",0,"P,,0,",0,"P,,0,",76,",,0",58,",I,0",59,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,5/16/1987,,,,,,,0.02,",,0,1700",0,"P,,0,",0,"P,,0,",72,",,0",51,",,0",55,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,5/17/1987,,,,,,,0,"P,,0,1700",0,"P,,0,",0,"P,,0,",79,",,0",56,",,0",59,",I,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,5/18/1987,,,,,,,0.06,",,0,1700",0,"P,,0,",0,"P,,0,",81,",,0",62,",I,0",65,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,5/19/1987,,,,,,,0.12,",,0,1700",0,"P,,0,",0,"P,,0,",80,",,0",62,",,0",62,",,0,1700",,,1,",,0",,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,5/20/1987,,,,,,,0.3,",,0,1700",0,"P,,0,",0,"P,,0,",78,",,0",61,",,0",62,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,5/21/1987,,,,,,,0,"P,,0,1700",0,"P,,0,",0,"P,,0,",82,",,0",62,",,0",64,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,5/22/1987,,,,,,,0.03,",,0,1700",0,"P,,0,",0,"P,,0,",79,",,0",60,",,0",61,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,5/23/1987,,,,,,,0.1,",,0,1700",0,"P,,0,",0,"P,,0,",80,",,0",61,",,0",64,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,5/24/1987,,,,,,,0.02,",,0,1700",0,"P,,0,",0,"P,,0,",79,",,0",60,",,0",62,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,5/25/1987,,,,,,,0.18,",,0,1700",0,"P,,0,",0,"P,,0,",80,",,0",60,",,0",64,",,0,1700",,,,,,,,,,,,
