STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,DAPR,DAPR_ATTRIBUTES,DASF,DASF_ATTRIBUTES,MDPR,MDPR_ATTRIBUTES,MDSF,MDSF_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,2/7/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",,,,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,2/8/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",,,,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,2/9/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",,,,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,2/10/1983,,,,,,,,,0.24,",,0,0800",0,"P,,0,",,,,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,2/11/1983,,,,,,,,,0.75,",,0,0800",1.5,",,0,",,,,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,2/12/1983,,,,,,,,,0.06,",,0,0800",0,"P,,0,",,,,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,2/13/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",,,,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,2/14/1983,,,,,,,,,0.08,",,0,0800",0,"P,,0,",,,,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,2/15/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",,,,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,2/16/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",,,,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,2/17/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",,,,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,2/18/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",,,,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,2/19/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",,,,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,2/20/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",,,,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,2/21/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",,,,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,2/22/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",,,,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,2/23/1983,,,,,,,,,1.65,",,0,0800",0,"P,,0,",,,,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,2/24/1983,,,,,,,,,0.03,",,0,0800",0,"P,,0,",,,,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,2/25/1983,,,,,,,,,0.02,",,0,0800",0,"P,,0,",,,,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,2/26/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",,,,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,2/27/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",,,,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,2/28/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",,,,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,3/1/1983,,,,,,,,,0.13,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,3/2/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,3/3/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,3/4/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,3/5/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,3/6/1983,,,,,,,,,2.22,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,3/7/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,3/8/1983,,,,,,,,,0.23,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,3/9/1983,,,,,,,,,0.42,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,3/10/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,3/11/1983,,,,,,,,,0.05,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,3/12/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,3/13/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,3/14/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,3/15/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,3/16/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,3/17/1983,,,,,,,,,0.56,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,3/18/1983,,,,,,,,,2.12,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,3/19/1983,,,,,,,,,0,"T,,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,3/20/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,3/21/1983,,,,,,,,,1.73,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,3/22/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,3/23/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,3/24/1983,,,,,,,,,0,"T,,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,3/25/1983,,,,,,,,,0.49,",,0,0800",4,",,0,",,,,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,3/26/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",,,,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,3/27/1983,,,,,,,,,2.12,",,0,0800",0,"P,,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,3/28/1983,,,,,,,,,0.21,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,3/29/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,3/30/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,3/31/1983,,,,,,,,,0.43,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,4/1/1983,,,,,,,,,0,",,0,0800",,,,,,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,4/2/1983,,,,,,,,,0.68,",,0,0800",,,,,,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,4/3/1983,,,,,,,,,0.35,",,0,0800",,,,,,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,4/4/1983,,,,,,,,,0,",,0,0800",,,,,,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,4/5/1983,,,,,,,,,0,"T,,0,0800",,,,,,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,4/6/1983,,,,,,,,,1.38,",,0,0800",,,,,,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,4/7/1983,,,,,,,,,0.03,",,0,0800",,,,,,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,4/8/1983,,,,,,,,,0.58,",,0,0800",,,,,,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,4/9/1983,,,,,,,,,0.82,",,0,0800",,,,,,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,4/10/1983,,,,,,,,,0.84,",,0,0800",,,,,,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,4/11/1983,,,,,,,,,0.03,",,0,0800",,,,,,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,4/12/1983,,,,,,,,,0,",,0,0800",,,,,,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,4/13/1983,,,,,,,,,0,",,0,0800",,,,,,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,4/14/1983,,,,,,,,,0.18,",,0,0800",,,,,,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,4/15/1983,,,,,,,,,0.92,",,0,0800",,,,,,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,4/16/1983,,,,,,,,,0.04,",,0,0800",,,,,,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,4/17/1983,,,,,,,,,0,",,0,0800",,,,,,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,4/18/1983,,,,,,,,,0,",,0,0800",,,,,,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,4/19/1983,,,,,,,,,0.25,",,0,0800",,,,,,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,4/20/1983,,,,,,,,,0,",,0,0800",,,,,,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,4/21/1983,,,,,,,,,0,",,0,0800",,,,,,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,4/22/1983,,,,,,,,,0,",,0,0800",,,,,,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,4/23/1983,,,,,,,,,0.07,",,0,0800",,,,,,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,4/24/1983,,,,,,,,,2.1,",,0,0800",,,,,,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,4/25/1983,,,,,,,,,0,",,0,0800",,,,,,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,4/26/1983,,,,,,,,,0,",,0,0800",,,,,,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,4/27/1983,,,,,,,,,0,",,0,0800",,,,,,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,4/28/1983,,,,,,,,,0,",,0,0800",,,,,,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,4/29/1983,,,,,,,,,0,",,0,0800",,,,,,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,4/30/1983,,,,,,,,,0,",,0,0800",,,,,,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,5/1/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,5/2/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,5/3/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,5/4/1983,,,,,,,,,0.46,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,5/5/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,5/6/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,5/7/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,5/8/1983,,,,,,,,,0.15,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,5/9/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,5/10/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,5/11/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,5/12/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,5/13/1983,,,,,,,,,0,"T,,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,5/14/1983,,,,,,,,,0.89,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,5/15/1983,,,,,,,,,0.07,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,5/16/1983,,,,,,,,,0.75,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,5/17/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,5/18/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,5/19/1983,,,,,,,,,0.43,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,5/20/1983,,,,,,,,,2.72,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,5/21/1983,,,,,,,,,1.21,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,5/22/1983,,,,,,,,,0.34,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,5/23/1983,,,,,,,,,0.14,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,5/24/1983,,,,,,,,,0.04,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,5/25/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,5/26/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,5/27/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,5/28/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,5/29/1983,,,,,,,,,0.08,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,5/30/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,5/31/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,6/1/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,6/2/1983,,,,,,,,,0.06,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,6/3/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,6/4/1983,,,,,,,,,0.66,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,6/5/1983,,,,,,,,,0,"T,,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,6/6/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,6/7/1983,,,,,,,,,0.02,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,6/8/1983,,,,,,,,,0.14,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,6/9/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,6/10/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,6/11/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,6/12/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,6/13/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,6/14/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,6/15/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,6/16/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,6/17/1983,,,,,,,,,0,"T,,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,6/18/1983,,,,,,,,,0.52,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,6/19/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,6/20/1983,,,,,,,,,0.98,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,6/21/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,6/22/1983,,,,,,,,,1.02,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,6/23/1983,,,,,,,,,0.05,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,6/24/1983,,,,,,,,,0.13,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,6/25/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,6/26/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,6/27/1983,,,,,,,,,0,"T,,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,6/28/1983,,,,,,,,,1.48,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,6/29/1983,,,,,,,,,0.38,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,6/30/1983,,,,,,,,,0.02,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,7/1/1983,,,,,,,,,0.42,",,0,0800",0,"P,,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,7/2/1983,,,,,,,,,0.05,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,7/3/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,7/4/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,7/5/1983,,,,,,,,,0.58,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,7/6/1983,,,,,,,,,0.03,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,7/7/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,7/8/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,7/9/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,7/10/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,7/11/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,7/12/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,7/13/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,7/14/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,7/15/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,7/16/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,7/17/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,7/18/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,7/19/1983,,,,,,,,,0.09,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,7/20/1983,,,,,,,,,0,"T,,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,7/21/1983,,,,,,,,,0.83,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,7/22/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,7/23/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,7/24/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,7/25/1983,,,,,,,,,0.07,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,7/26/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,7/27/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,7/28/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,7/29/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,7/30/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,7/31/1983,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,8/1/1983,,,,,,,,,0.04,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,8/2/1983,,,,,,,,,0.65,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,
